user_id,age,job,marital,education,default,balance,housing_loan,vehicle_loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit,Products
238,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,-1,0,unknown,no,"old car loan,gold loan,vehicle insurance,Pradhan mantri awas yojana,names,Emaralde,Manchester United,Sapphiro,life insurance,FD Xtra,Insta car loan,Insta home loan,Tax saving FD,Flexi cash,loan against car,home loan balance transfer,business loan,RubyX,Insta PL,money multiplier FD,loan against securities,Travel insurance,Fixed deposit,recurring deposit,education loan,new car loan,loan against property"
239,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no,"vehicle insurance,Tax saving FD,Fixed deposit,Emaralde,Insta PL,RubyX,Insta home loan,Manchester United,loan against securities,Sapphiro,Pradhan mantri awas yojana,Travel insurance,loan against car,Insta car loan,home loan balance transfer,old car loan,education loan,new car loan,money multiplier FD,names,FD Xtra,gold loan,business loan,recurring deposit,life insurance,loan against property,Flexi cash"
240,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no,"Insta home loan,Flexi cash,home loan balance transfer,old car loan,Travel insurance,Sapphiro,Manchester United,names,loan against securities,Emaralde,Fixed deposit,FD Xtra,new car loan,education loan,RubyX,business loan,Insta car loan,life insurance,Pradhan mantri awas yojana,loan against car,Insta PL,recurring deposit,Tax saving FD,gold loan,vehicle insurance,money multiplier FD,loan against property"
241,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no,"money multiplier FD,old car loan,Flexi cash,business loan,RubyX,Manchester United,home loan balance transfer,Travel insurance,recurring deposit,Emaralde,Pradhan mantri awas yojana,Insta home loan,life insurance,Fixed deposit,gold loan,new car loan,Tax saving FD,Insta PL,loan against property,loan against securities,vehicle insurance,names,education loan,loan against car,FD Xtra,Sapphiro,Insta car loan"
242,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no,"Manchester United,Tax saving FD,names,Sapphiro,life insurance,Insta PL,RubyX,Insta car loan,money multiplier FD,loan against property,Flexi cash,loan against securities,loan against car,old car loan,Emaralde,Pradhan mantri awas yojana,Fixed deposit,gold loan,education loan,recurring deposit,vehicle insurance,FD Xtra,business loan,new car loan,Insta home loan,Travel insurance,home loan balance transfer"
243,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no,"Flexi cash,Travel insurance,FD Xtra,old car loan,education loan,names,business loan,gold loan,recurring deposit,loan against securities,Sapphiro,loan against car,Pradhan mantri awas yojana,vehicle insurance,life insurance,Insta car loan,RubyX,Insta PL,Emaralde,home loan balance transfer,Tax saving FD,new car loan,Fixed deposit,money multiplier FD,Manchester United,loan against property,Insta home loan"
244,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no,"loan against car,Emaralde,Insta home loan,Insta PL,RubyX,Manchester United,life insurance,Insta car loan,gold loan,Fixed deposit,FD Xtra,Flexi cash,business loan,recurring deposit,Pradhan mantri awas yojana,Tax saving FD,loan against securities,Travel insurance,education loan,home loan balance transfer,vehicle insurance,names,new car loan,loan against property,Sapphiro,old car loan,money multiplier FD"
245,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no,"loan against securities,FD Xtra,money multiplier FD,Flexi cash,Fixed deposit,RubyX,loan against property,Insta PL,vehicle insurance,names,old car loan,Sapphiro,Insta car loan,Emaralde,home loan balance transfer,Pradhan mantri awas yojana,Insta home loan,Manchester United,gold loan,Travel insurance,new car loan,Tax saving FD,loan against car,business loan,recurring deposit,life insurance,education loan"
246,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,-1,0,unknown,no,"home loan balance transfer,loan against property,Insta home loan,old car loan,Travel insurance,Insta car loan,Tax saving FD,education loan,Pradhan mantri awas yojana,new car loan,money multiplier FD,Emaralde,vehicle insurance,loan against securities,RubyX,FD Xtra,business loan,Flexi cash,life insurance,gold loan,Manchester United,names,Insta PL,recurring deposit,Fixed deposit,Sapphiro,loan against car"
247,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no,"Insta car loan,Pradhan mantri awas yojana,Fixed deposit,business loan,vehicle insurance,life insurance,loan against car,Tax saving FD,Insta PL,new car loan,old car loan,Emaralde,loan against securities,RubyX,home loan balance transfer,loan against property,Sapphiro,Flexi cash,FD Xtra,gold loan,education loan,Insta home loan,Manchester United,names,money multiplier FD,recurring deposit,Travel insurance"
248,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no,"Pradhan mantri awas yojana,loan against property,Insta car loan,old car loan,Tax saving FD,loan against car,Fixed deposit,Emaralde,Insta PL,Manchester United,names,recurring deposit,FD Xtra,home loan balance transfer,new car loan,Travel insurance,business loan,Insta home loan,gold loan,money multiplier FD,life insurance,vehicle insurance,Flexi cash,education loan,RubyX,Sapphiro,loan against securities"
249,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no,"home loan balance transfer,Fixed deposit,Emaralde,Insta home loan,Sapphiro,education loan,new car loan,loan against property,names,Flexi cash,business loan,recurring deposit,loan against car,Travel insurance,life insurance,RubyX,Insta car loan,Manchester United,Tax saving FD,Insta PL,vehicle insurance,FD Xtra,loan against securities,money multiplier FD,Pradhan mantri awas yojana,gold loan,old car loan"
250,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no,"Insta PL,Pradhan mantri awas yojana,Flexi cash,recurring deposit,education loan,loan against securities,home loan balance transfer,Fixed deposit,gold loan,names,loan against car,Insta home loan,Insta car loan,Tax saving FD,Emaralde,old car loan,money multiplier FD,loan against property,FD Xtra,Travel insurance,Manchester United,Sapphiro,business loan,new car loan,vehicle insurance,RubyX,life insurance"
251,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no,"Flexi cash,Travel insurance,Fixed deposit,life insurance,old car loan,business loan,Manchester United,loan against property,loan against securities,names,Emaralde,gold loan,Insta home loan,RubyX,education loan,Tax saving FD,vehicle insurance,new car loan,recurring deposit,Pradhan mantri awas yojana,FD Xtra,Insta car loan,money multiplier FD,home loan balance transfer,Sapphiro,loan against car,Insta PL"
252,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no,"Travel insurance,life insurance,Sapphiro,Tax saving FD,Pradhan mantri awas yojana,old car loan,RubyX,home loan balance transfer,Emaralde,FD Xtra,Manchester United,Flexi cash,new car loan,loan against securities,vehicle insurance,Fixed deposit,loan against property,business loan,Insta PL,Insta home loan,money multiplier FD,education loan,names,Insta car loan,gold loan,recurring deposit,loan against car"
253,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no,"Pradhan mantri awas yojana,Emaralde,Manchester United,loan against securities,Tax saving FD,FD Xtra,RubyX,Insta home loan,loan against car,gold loan,Insta car loan,names,life insurance,old car loan,business loan,recurring deposit,loan against property,vehicle insurance,new car loan,education loan,money multiplier FD,Insta PL,Travel insurance,Flexi cash,Fixed deposit,home loan balance transfer,Sapphiro"
254,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no,"old car loan,money multiplier FD,Emaralde,Pradhan mantri awas yojana,loan against car,education loan,names,Insta PL,new car loan,gold loan,Tax saving FD,loan against securities,vehicle insurance,RubyX,home loan balance transfer,Travel insurance,Insta car loan,business loan,loan against property,FD Xtra,life insurance,Flexi cash,Sapphiro,recurring deposit,Insta home loan,Manchester United,Fixed deposit"
255,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no,"vehicle insurance,loan against car,old car loan,Emaralde,names,loan against securities,Flexi cash,business loan,Manchester United,loan against property,new car loan,recurring deposit,FD Xtra,Tax saving FD,money multiplier FD,life insurance,education loan,Sapphiro,home loan balance transfer,Insta car loan,Pradhan mantri awas yojana,RubyX,Travel insurance,Insta home loan,Fixed deposit,gold loan,Insta PL"
256,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,-1,0,unknown,no,"Insta car loan,new car loan,loan against car,home loan balance transfer,FD Xtra,names,Sapphiro,business loan,loan against property,RubyX,Emaralde,Insta home loan,recurring deposit,Tax saving FD,Flexi cash,education loan,Insta PL,vehicle insurance,Manchester United,Pradhan mantri awas yojana,Fixed deposit,life insurance,Travel insurance,money multiplier FD,gold loan,loan against securities,old car loan"
257,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no,"Fixed deposit,loan against car,Insta home loan,education loan,home loan balance transfer,Emaralde,new car loan,Travel insurance,gold loan,recurring deposit,Manchester United,money multiplier FD,loan against property,Insta car loan,Insta PL,Tax saving FD,Sapphiro,RubyX,vehicle insurance,business loan,Flexi cash,FD Xtra,names,old car loan,loan against securities,Pradhan mantri awas yojana,life insurance"
258,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,no,"Tax saving FD,home loan balance transfer,Insta home loan,loan against property,Travel insurance,gold loan,Manchester United,business loan,old car loan,Fixed deposit,Sapphiro,Emaralde,RubyX,loan against securities,names,Flexi cash,FD Xtra,recurring deposit,life insurance,new car loan,Insta PL,education loan,loan against car,Pradhan mantri awas yojana,money multiplier FD,vehicle insurance,Insta car loan"
259,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no,"Insta PL,business loan,loan against property,gold loan,life insurance,RubyX,FD Xtra,Sapphiro,home loan balance transfer,vehicle insurance,Tax saving FD,education loan,Pradhan mantri awas yojana,Emaralde,Manchester United,Insta car loan,Insta home loan,loan against car,old car loan,Travel insurance,Flexi cash,money multiplier FD,new car loan,names,loan against securities,Fixed deposit,recurring deposit"
260,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no,"home loan balance transfer,Sapphiro,Manchester United,life insurance,Emaralde,Flexi cash,Insta PL,gold loan,loan against securities,vehicle insurance,loan against car,recurring deposit,Tax saving FD,Travel insurance,old car loan,names,Pradhan mantri awas yojana,loan against property,new car loan,FD Xtra,RubyX,Fixed deposit,money multiplier FD,education loan,Insta car loan,business loan,Insta home loan"
261,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no,"Sapphiro,Manchester United,loan against securities,home loan balance transfer,Fixed deposit,Tax saving FD,business loan,Emaralde,Flexi cash,loan against car,gold loan,Travel insurance,old car loan,life insurance,loan against property,Insta car loan,Insta PL,vehicle insurance,recurring deposit,RubyX,money multiplier FD,education loan,new car loan,Pradhan mantri awas yojana,names,Insta home loan,FD Xtra"
262,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no,"old car loan,names,Pradhan mantri awas yojana,Insta home loan,education loan,Emaralde,business loan,RubyX,life insurance,FD Xtra,Insta PL,Sapphiro,gold loan,Fixed deposit,new car loan,Manchester United,Tax saving FD,loan against car,Flexi cash,Insta car loan,recurring deposit,loan against securities,home loan balance transfer,loan against property,vehicle insurance,Travel insurance,money multiplier FD"
263,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,-1,0,unknown,no,"RubyX,FD Xtra,Pradhan mantri awas yojana,Fixed deposit,recurring deposit,home loan balance transfer,loan against car,Travel insurance,new car loan,Emaralde,Manchester United,vehicle insurance,business loan,Insta PL,gold loan,Insta home loan,Insta car loan,education loan,life insurance,old car loan,names,loan against securities,money multiplier FD,Flexi cash,Sapphiro,Tax saving FD,loan against property"
264,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no,"loan against car,Manchester United,gold loan,new car loan,business loan,RubyX,loan against securities,Flexi cash,FD Xtra,education loan,Insta PL,names,old car loan,Travel insurance,Fixed deposit,Sapphiro,Insta car loan,life insurance,Emaralde,Insta home loan,Tax saving FD,vehicle insurance,loan against property,recurring deposit,Pradhan mantri awas yojana,home loan balance transfer,money multiplier FD"
265,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no,"Emaralde,recurring deposit,home loan balance transfer,RubyX,Manchester United,Tax saving FD,Insta PL,loan against securities,life insurance,FD Xtra,education loan,Insta car loan,names,Fixed deposit,gold loan,money multiplier FD,new car loan,business loan,Sapphiro,old car loan,Travel insurance,vehicle insurance,Insta home loan,Flexi cash,loan against property,loan against car,Pradhan mantri awas yojana"
266,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no,"life insurance,FD Xtra,Travel insurance,names,business loan,RubyX,Tax saving FD,Pradhan mantri awas yojana,new car loan,loan against securities,loan against property,Sapphiro,old car loan,education loan,Insta PL,Emaralde,Fixed deposit,Insta home loan,Manchester United,Flexi cash,vehicle insurance,loan against car,recurring deposit,home loan balance transfer,Insta car loan,money multiplier FD,gold loan"
267,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no,"Insta car loan,Travel insurance,Sapphiro,Insta PL,loan against car,home loan balance transfer,loan against property,loan against securities,Fixed deposit,recurring deposit,Insta home loan,Flexi cash,Emaralde,Pradhan mantri awas yojana,Tax saving FD,money multiplier FD,names,Manchester United,business loan,new car loan,old car loan,education loan,vehicle insurance,RubyX,life insurance,gold loan,FD Xtra"
268,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no,"Fixed deposit,Flexi cash,Pradhan mantri awas yojana,RubyX,Emaralde,Travel insurance,Insta PL,FD Xtra,old car loan,recurring deposit,Insta home loan,business loan,Insta car loan,home loan balance transfer,new car loan,money multiplier FD,loan against car,Manchester United,gold loan,Sapphiro,life insurance,education loan,loan against property,names,loan against securities,vehicle insurance,Tax saving FD"
269,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no,"recurring deposit,names,Emaralde,loan against car,education loan,Flexi cash,gold loan,Insta car loan,business loan,FD Xtra,Insta home loan,vehicle insurance,Manchester United,RubyX,Insta PL,old car loan,Sapphiro,home loan balance transfer,Tax saving FD,Pradhan mantri awas yojana,Travel insurance,new car loan,loan against securities,Fixed deposit,life insurance,money multiplier FD,loan against property"
270,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no,"life insurance,Emaralde,Manchester United,Flexi cash,gold loan,loan against car,Insta PL,loan against securities,loan against property,Sapphiro,Insta home loan,RubyX,Fixed deposit,Pradhan mantri awas yojana,names,FD Xtra,Insta car loan,new car loan,home loan balance transfer,business loan,money multiplier FD,Travel insurance,old car loan,Tax saving FD,recurring deposit,education loan,vehicle insurance"
271,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes,"Travel insurance,RubyX,gold loan,education loan,home loan balance transfer,life insurance,Tax saving FD,old car loan,new car loan,Sapphiro,Insta car loan,names,loan against property,FD Xtra,business loan,loan against securities,recurring deposit,loan against car,vehicle insurance,Insta PL,Flexi cash,Fixed deposit,Pradhan mantri awas yojana,money multiplier FD,Emaralde,Insta home loan,Manchester United"
272,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no,"money multiplier FD,Manchester United,FD Xtra,recurring deposit,new car loan,Pradhan mantri awas yojana,education loan,Sapphiro,old car loan,loan against property,vehicle insurance,loan against car,loan against securities,gold loan,Fixed deposit,Insta car loan,RubyX,Flexi cash,Travel insurance,life insurance,Tax saving FD,business loan,home loan balance transfer,Insta home loan,Emaralde,names,Insta PL"
273,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no,"Fixed deposit,Travel insurance,loan against property,Sapphiro,home loan balance transfer,education loan,loan against car,names,vehicle insurance,new car loan,life insurance,Insta car loan,Insta home loan,Manchester United,recurring deposit,Flexi cash,FD Xtra,Emaralde,money multiplier FD,RubyX,business loan,gold loan,Tax saving FD,Pradhan mantri awas yojana,old car loan,Insta PL,loan against securities"
274,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no,"education loan,Emaralde,Travel insurance,loan against securities,Tax saving FD,Pradhan mantri awas yojana,loan against property,Insta PL,Sapphiro,FD Xtra,names,new car loan,Flexi cash,loan against car,old car loan,Insta home loan,Fixed deposit,gold loan,home loan balance transfer,recurring deposit,Manchester United,Insta car loan,life insurance,money multiplier FD,business loan,vehicle insurance,RubyX"
275,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,-1,0,unknown,no,"life insurance,Manchester United,Insta home loan,names,money multiplier FD,Emaralde,education loan,Insta car loan,home loan balance transfer,loan against securities,gold loan,recurring deposit,Insta PL,Flexi cash,Fixed deposit,loan against car,loan against property,Sapphiro,new car loan,Tax saving FD,RubyX,vehicle insurance,business loan,Pradhan mantri awas yojana,FD Xtra,Travel insurance,old car loan"
276,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no,"Emaralde,Insta PL,business loan,old car loan,Pradhan mantri awas yojana,Manchester United,recurring deposit,vehicle insurance,Sapphiro,loan against securities,money multiplier FD,education loan,loan against car,Insta home loan,Travel insurance,life insurance,home loan balance transfer,names,new car loan,Insta car loan,FD Xtra,gold loan,Tax saving FD,RubyX,Fixed deposit,loan against property,Flexi cash"
277,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no,"loan against car,Sapphiro,names,new car loan,FD Xtra,gold loan,business loan,RubyX,money multiplier FD,life insurance,home loan balance transfer,Fixed deposit,Pradhan mantri awas yojana,Tax saving FD,Insta car loan,loan against property,old car loan,Insta home loan,loan against securities,vehicle insurance,education loan,Manchester United,recurring deposit,Emaralde,Travel insurance,Insta PL,Flexi cash"
278,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no,"Travel insurance,money multiplier FD,RubyX,education loan,Fixed deposit,Manchester United,names,business loan,gold loan,loan against securities,old car loan,loan against property,Tax saving FD,FD Xtra,Insta PL,recurring deposit,Pradhan mantri awas yojana,Insta car loan,Sapphiro,Flexi cash,loan against car,Emaralde,vehicle insurance,life insurance,Insta home loan,home loan balance transfer,new car loan"
279,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,-1,0,unknown,no,"money multiplier FD,Pradhan mantri awas yojana,FD Xtra,business loan,Flexi cash,home loan balance transfer,Insta PL,loan against securities,Manchester United,names,Sapphiro,recurring deposit,Emaralde,old car loan,Tax saving FD,vehicle insurance,Fixed deposit,education loan,Insta home loan,Insta car loan,loan against property,new car loan,gold loan,life insurance,loan against car,RubyX,Travel insurance"
280,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no,"loan against securities,vehicle insurance,FD Xtra,Insta home loan,gold loan,new car loan,old car loan,recurring deposit,Manchester United,Insta car loan,Flexi cash,Fixed deposit,life insurance,home loan balance transfer,business loan,RubyX,Tax saving FD,loan against car,Sapphiro,Insta PL,money multiplier FD,names,Travel insurance,Pradhan mantri awas yojana,loan against property,Emaralde,education loan"
281,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,-1,0,unknown,no,"Tax saving FD,RubyX,Sapphiro,Travel insurance,Fixed deposit,FD Xtra,Manchester United,names,Pradhan mantri awas yojana,Flexi cash,education loan,home loan balance transfer,money multiplier FD,vehicle insurance,loan against car,old car loan,business loan,Insta car loan,loan against securities,Emaralde,gold loan,Insta home loan,loan against property,new car loan,life insurance,recurring deposit,Insta PL"
282,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,55,2,-1,0,unknown,no,"loan against securities,Fixed deposit,Insta home loan,money multiplier FD,life insurance,recurring deposit,Manchester United,loan against property,Insta PL,old car loan,vehicle insurance,Pradhan mantri awas yojana,loan against car,FD Xtra,names,Tax saving FD,business loan,education loan,Emaralde,gold loan,Flexi cash,new car loan,RubyX,Insta car loan,Sapphiro,home loan balance transfer,Travel insurance"
283,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,-1,0,unknown,no,"vehicle insurance,Manchester United,Fixed deposit,names,gold loan,business loan,Pradhan mantri awas yojana,old car loan,loan against securities,Travel insurance,Insta car loan,home loan balance transfer,life insurance,Insta home loan,RubyX,Tax saving FD,money multiplier FD,Emaralde,education loan,Sapphiro,FD Xtra,loan against car,recurring deposit,loan against property,Flexi cash,Insta PL,new car loan"
284,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no,"names,FD Xtra,loan against securities,Insta PL,Insta home loan,gold loan,education loan,money multiplier FD,loan against car,Manchester United,Flexi cash,Fixed deposit,vehicle insurance,Emaralde,recurring deposit,home loan balance transfer,new car loan,business loan,Tax saving FD,Travel insurance,Insta car loan,loan against property,RubyX,life insurance,old car loan,Pradhan mantri awas yojana,Sapphiro"
285,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,no,"Pradhan mantri awas yojana,new car loan,recurring deposit,Flexi cash,Insta car loan,loan against car,money multiplier FD,Insta PL,Insta home loan,loan against property,vehicle insurance,old car loan,names,education loan,Manchester United,RubyX,FD Xtra,life insurance,business loan,Sapphiro,Tax saving FD,Fixed deposit,Emaralde,loan against securities,Travel insurance,home loan balance transfer,gold loan"
286,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no,"recurring deposit,Manchester United,home loan balance transfer,life insurance,business loan,Emaralde,new car loan,FD Xtra,education loan,Flexi cash,money multiplier FD,loan against car,loan against securities,Sapphiro,names,Pradhan mantri awas yojana,Insta home loan,Fixed deposit,Tax saving FD,Insta PL,Travel insurance,old car loan,RubyX,Insta car loan,vehicle insurance,loan against property,gold loan"
287,47,admin.,married,secondary,no,368,yes,no,unknown,5,may,125,2,-1,0,unknown,no,"gold loan,Flexi cash,old car loan,recurring deposit,new car loan,Sapphiro,money multiplier FD,Travel insurance,Insta home loan,Fixed deposit,business loan,loan against property,Tax saving FD,loan against car,names,RubyX,loan against securities,Insta PL,FD Xtra,vehicle insurance,Emaralde,life insurance,Insta car loan,education loan,home loan balance transfer,Pradhan mantri awas yojana,Manchester United"
288,50,technician,single,tertiary,no,339,yes,no,unknown,5,may,2,3,-1,0,unknown,no,"Manchester United,money multiplier FD,recurring deposit,Sapphiro,Insta PL,new car loan,Insta car loan,business loan,Travel insurance,Pradhan mantri awas yojana,gold loan,FD Xtra,old car loan,loan against securities,Fixed deposit,home loan balance transfer,education loan,names,loan against car,Emaralde,Flexi cash,life insurance,Insta home loan,vehicle insurance,RubyX,loan against property,Tax saving FD"
289,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,no,"Travel insurance,Pradhan mantri awas yojana,recurring deposit,Manchester United,loan against securities,Insta PL,names,RubyX,life insurance,old car loan,Insta car loan,Fixed deposit,vehicle insurance,gold loan,business loan,loan against property,education loan,money multiplier FD,home loan balance transfer,loan against car,Insta home loan,FD Xtra,Sapphiro,Flexi cash,new car loan,Tax saving FD,Emaralde"
290,40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,-1,0,unknown,no,"Insta PL,vehicle insurance,Insta car loan,home loan balance transfer,Fixed deposit,money multiplier FD,loan against property,recurring deposit,loan against car,RubyX,Manchester United,Sapphiro,life insurance,FD Xtra,Pradhan mantri awas yojana,loan against securities,Tax saving FD,business loan,Flexi cash,old car loan,Emaralde,Travel insurance,gold loan,names,Insta home loan,new car loan,education loan"
291,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,-1,0,unknown,no,"Emaralde,money multiplier FD,RubyX,Insta PL,education loan,recurring deposit,Tax saving FD,Manchester United,Insta car loan,loan against securities,vehicle insurance,Fixed deposit,Flexi cash,loan against property,business loan,FD Xtra,home loan balance transfer,old car loan,gold loan,Insta home loan,loan against car,Pradhan mantri awas yojana,life insurance,new car loan,Sapphiro,Travel insurance,names"
292,54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,-1,0,unknown,no,"loan against securities,new car loan,education loan,names,FD Xtra,Insta PL,Flexi cash,Sapphiro,vehicle insurance,recurring deposit,Pradhan mantri awas yojana,life insurance,business loan,Insta home loan,money multiplier FD,Insta car loan,old car loan,loan against car,RubyX,Emaralde,Manchester United,loan against property,Travel insurance,home loan balance transfer,Tax saving FD,gold loan,Fixed deposit"
293,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no,"loan against securities,Insta home loan,loan against car,old car loan,Emaralde,life insurance,education loan,home loan balance transfer,Insta car loan,loan against property,gold loan,Flexi cash,Insta PL,FD Xtra,Pradhan mantri awas yojana,vehicle insurance,Manchester United,Sapphiro,Tax saving FD,Fixed deposit,recurring deposit,Travel insurance,business loan,money multiplier FD,RubyX,new car loan,names"
294,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no,"names,recurring deposit,business loan,loan against securities,Pradhan mantri awas yojana,RubyX,loan against car,Sapphiro,Insta PL,new car loan,money multiplier FD,Fixed deposit,gold loan,education loan,Manchester United,loan against property,Insta car loan,Emaralde,FD Xtra,Travel insurance,vehicle insurance,home loan balance transfer,Insta home loan,Flexi cash,Tax saving FD,old car loan,life insurance"
295,34,technician,married,secondary,no,19,yes,no,unknown,5,may,362,4,-1,0,unknown,no,"education loan,money multiplier FD,loan against property,business loan,home loan balance transfer,gold loan,old car loan,names,loan against securities,life insurance,loan against car,Pradhan mantri awas yojana,Manchester United,Emaralde,Fixed deposit,FD Xtra,Insta home loan,Tax saving FD,recurring deposit,RubyX,new car loan,Flexi cash,Travel insurance,Insta PL,Insta car loan,Sapphiro,vehicle insurance"
296,56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,-1,0,unknown,no,"recurring deposit,Insta home loan,Insta car loan,new car loan,Travel insurance,vehicle insurance,Sapphiro,loan against securities,Tax saving FD,Fixed deposit,old car loan,Insta PL,Pradhan mantri awas yojana,life insurance,RubyX,gold loan,loan against car,education loan,FD Xtra,Flexi cash,home loan balance transfer,business loan,loan against property,names,Emaralde,Manchester United,money multiplier FD"
297,31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,200,2,-1,0,unknown,no,"life insurance,Travel insurance,Insta PL,Emaralde,Insta home loan,Fixed deposit,loan against securities,old car loan,FD Xtra,Insta car loan,names,Tax saving FD,home loan balance transfer,Sapphiro,loan against property,Pradhan mantri awas yojana,vehicle insurance,new car loan,Flexi cash,money multiplier FD,education loan,business loan,RubyX,recurring deposit,Manchester United,gold loan,loan against car"
298,24,student,single,secondary,no,82,yes,no,unknown,5,may,204,2,-1,0,unknown,no,"recurring deposit,loan against securities,Insta home loan,Tax saving FD,RubyX,names,education loan,Sapphiro,business loan,Travel insurance,Flexi cash,FD Xtra,Emaralde,gold loan,Fixed deposit,new car loan,vehicle insurance,life insurance,Insta car loan,home loan balance transfer,Insta PL,old car loan,Manchester United,money multiplier FD,loan against car,Pradhan mantri awas yojana,loan against property"
299,42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,3,-1,0,unknown,no,"RubyX,recurring deposit,loan against securities,Manchester United,new car loan,Emaralde,home loan balance transfer,vehicle insurance,loan against property,Insta car loan,money multiplier FD,loan against car,business loan,Travel insurance,names,education loan,FD Xtra,Flexi cash,old car loan,Pradhan mantri awas yojana,Insta home loan,gold loan,Tax saving FD,life insurance,Fixed deposit,Sapphiro,Insta PL"
